Call_ID,Caller_ID,Receiver_ID,Duration_Seconds,Call_Type,Call_Date,Call_Time,City
1492,9716621495,9674876603,542,STD,10-01-2025,17:37:12,Chennai
1493,9042971732,9796005362,357,STD,25-01-2025,20:16:38,Delhi
1494,9046791064,9002214251,25,ISD,19-01-2025,11:17:09,Chennai
1495,9375911994,9833490194,921,STD,27-01-2025,01:02:47,Mumbai
1496,9421492545,9236755946,957,Local,06-01-2025,06:41:02,Bangalore
1497,9528885672,9554564531,289,Local,07-01-2025,05:15:26,Hyderabad
1498,9743093561,9277153665,338,STD,24-01-2025,04:13:32,Bangalore
1499,9294648358,9936074668,645,STD,23-01-2025,11:53:54,Mumbai
1500,9783876223,9179820987,307,Local,03-01-2025,18:56:22,Hyderabad
1501,9920070598,9439442389,133,ISD,17-01-2025,18:57:07,Bangalore
1502,9801118210,9480481840,716,Local,15-01-2025,11:03:17,Mumbai
1503,9515271722,9578720831,46,STD,20-01-2025,06:33:49,Mumbai
1504,9756875515,9155207979,206,STD,05-01-2025,00:14:39,Chennai
1505,9796220600,9684464110,448,STD,06-01-2025,16:53:49,Delhi
1506,9551489667,9598278655,12,STD,27-01-2025,18:56:14,Mumbai
1507,9653936799,9004948273,275,ISD,08-01-2025,22:22:57,Bangalore
1508,9762060202,9359616780,263,STD,27-01-2025,07:47:20,Delhi
1509,9368094858,9289224140,928,ISD,26-01-2025,04:31:39,Bangalore
1510,9597041646,9924566841,544,ISD,10-01-2025,09:29:33,Chennai
1511,9283624451,9881886554,840,STD,04-01-2025,16:52:33,Hyderabad
1512,9178706833,9290023112,436,ISD,24-01-2025,08:42:15,Delhi
1513,9182441805,9671491398,184,ISD,01-01-2025,18:46:26,Mumbai
1514,9799180187,9132144861,49,STD,08-01-2025,08:41:16,Chennai
1515,9511276929,9405677544,753,ISD,29-01-2025,07:36:11,Chennai
1516,9032840510,9998444624,584,Local,11-01-2025,20:32:25,Hyderabad
1517,9388233592,9770537489,161,ISD,07-01-2025,15:38:54,Chennai
1518,9407190881,9154550701,204,STD,13-01-2025,03:56:54,Delhi
1519,9972785917,9976327077,112,STD,28-01-2025,01:50:14,Delhi
1520,9802456417,9197298153,879,ISD,30-01-2025,22:50:55,Chennai
1521,9049582442,9322321626,466,STD,18-01-2025,19:24:23,Mumbai
1522,9145718521,9428073983,600,STD,22-01-2025,02:31:33,Chennai
1523,9216983367,9755754329,396,Local,17-01-2025,14:17:48,Hyderabad
1524,9558410695,9739767595,325,STD,16-01-2025,10:33:16,Hyderabad
1525,9872451147,9233093904,784,ISD,29-01-2025,02:25:45,Delhi
1526,9129795912,9176582630,944,Local,02-01-2025,23:29:17,Bangalore
1527,9617698127,9673806967,757,ISD,02-01-2025,19:16:37,Hyderabad
1528,9207498846,9791044084,131,STD,23-01-2025,03:27:54,Mumbai
1529,9675700755,9407653521,768,STD,27-01-2025,00:57:22,Bangalore
1530,9887765042,9889863107,24,STD,28-01-2025,22:03:32,Mumbai
1531,9521056204,9149686546,761,Local,06-01-2025,00:36:35,Bangalore
1532,9847683302,9721951429,612,ISD,23-01-2025,18:25:45,Mumbai
1533,9811354980,9535260428,148,ISD,05-01-2025,20:32:44,Mumbai
1534,9644487242,9025188484,104,ISD,11-01-2025,19:33:36,Delhi
1535,9049529457,9569774366,269,ISD,06-01-2025,23:07:07,Mumbai
1536,9668895947,9189082575,856,ISD,30-01-2025,08:19:30,Chennai
1537,9882733543,9910203016,411,ISD,23-01-2025,04:24:50,Chennai
1538,9348057500,9832801996,974,ISD,29-01-2025,07:40:45,Chennai
1539,9858280725,9830887626,242,STD,12-01-2025,05:56:35,Chennai
1540,9177314506,9806160969,451,STD,31-01-2025,05:08:11,Chennai
1541,9339996755,9663675887,605,STD,16-01-2025,07:53:57,Hyderabad
1542,9931787810,9157190826,826,STD,21-01-2025,11:54:31,Hyderabad
1543,9230647110,9469827462,638,Local,16-01-2025,00:18:29,Mumbai
1544,9721486018,9160895732,30,STD,13-01-2025,18:07:35,Hyderabad
1545,9060842462,9459287234,697,Local,15-01-2025,16:10:24,Mumbai
1546,9610575260,9662958051,653,STD,17-01-2025,00:07:13,Bangalore
1547,9437514720,9613736939,390,ISD,19-01-2025,16:23:56,Bangalore
1548,9290156682,9116039415,968,STD,11-01-2025,15:47:03,Mumbai
1549,9750202908,9383539845,737,STD,06-01-2025,02:16:27,Chennai
1550,9319263800,9651897174,727,STD,25-01-2025,18:15:11,Hyderabad
1551,9537800217,9861276365,734,ISD,23-01-2025,07:27:44,Mumbai
1552,9615994865,9491592186,601,Local,05-01-2025,23:54:52,Chennai
1553,9151063242,9718406881,112,Local,15-01-2025,17:33:43,Mumbai
1554,9122594211,9436389616,986,STD,09-01-2025,01:31:12,Bangalore
1555,9418625335,9165566729,707,ISD,07-01-2025,14:53:39,Hyderabad
1556,9012301008,9563397288,855,STD,21-01-2025,05:57:38,Delhi
1557,9196371000,9213538883,519,Local,05-01-2025,06:38:16,Mumbai
1558,9789049745,9746390540,710,Local,04-01-2025,02:08:51,Hyderabad
1559,9094409542,9564235698,317,ISD,29-01-2025,07:19:53,Bangalore
1560,9931530825,9145844249,937,ISD,12-01-2025,18:17:19,Bangalore
1561,9657718432,9782278866,55,STD,15-01-2025,07:55:54,Hyderabad
1562,9321106182,9512846888,648,STD,01-01-2025,18:24:21,Delhi
1563,9080839972,9039353598,325,STD,01-01-2025,14:38:33,Delhi
1564,9494755719,9556303819,750,Local,18-01-2025,14:30:24,Bangalore
1565,9725296211,9368960793,493,ISD,08-01-2025,19:13:56,Delhi
1566,9294440963,9663698126,165,Local,01-01-2025,10:08:39,Hyderabad
1567,9565415505,9476690548,261,STD,02-01-2025,15:25:33,Bangalore
1568,9151602236,9870523519,278,Local,09-01-2025,14:37:11,Chennai
1569,9314587377,9832332819,619,ISD,31-01-2025,15:16:36,Mumbai
1570,9759364560,9604474249,109,Local,31-01-2025,05:44:13,Mumbai
1571,9842510768,9639885219,372,Local,19-01-2025,01:23:46,Delhi
1572,9219273427,9513646748,235,ISD,11-01-2025,22:11:56,Mumbai
1573,9548032202,9605984587,796,STD,12-01-2025,21:27:56,Delhi
1574,9667130587,9535088707,344,ISD,21-01-2025,23:09:25,Mumbai
1575,9446840558,9287020558,952,ISD,07-01-2025,12:35:36,Delhi
1576,9642209457,9141168933,788,ISD,19-01-2025,06:28:40,Mumbai
1577,9104944738,9732086093,99,Local,19-01-2025,05:26:15,Delhi
1578,9064038519,9878807172,331,ISD,09-01-2025,07:41:57,Chennai
1579,9215136196,9513766848,397,Local,22-01-2025,02:31:43,Mumbai
1580,9822988036,9473813385,395,STD,27-01-2025,19:28:43,Hyderabad
1581,9462990093,9964114680,247,Local,21-01-2025,15:52:56,Mumbai
1582,9247303048,9766878100,56,STD,22-01-2025,21:20:02,Mumbai
1583,9668779198,9781920046,216,STD,26-01-2025,00:45:02,Mumbai
1584,9115467798,9095528393,981,Local,15-01-2025,05:45:20,Bangalore
1585,9307438867,9173561302,849,Local,28-01-2025,01:11:20,Bangalore
1586,9479487274,9356961431,841,ISD,16-01-2025,17:57:53,Chennai
1587,9713123937,9245366023,58,STD,04-01-2025,05:11:23,Chennai
1588,9370089681,9756855954,473,Local,28-01-2025,11:38:50,Bangalore
1589,9196009892,9698917323,691,ISD,26-01-2025,18:51:10,Bangalore
1590,9236908855,9745410192,436,STD,12-01-2025,16:01:26,Chennai
1591,9248355298,9543829590,469,Local,09-01-2025,21:19:33,Delhi
1592,9331994049,9665461485,420,STD,18-01-2025,14:10:33,Chennai
1593,9193617550,9152885660,961,STD,09-01-2025,22:46:17,Mumbai
1594,9831367882,9137005378,926,ISD,21-01-2025,17:33:10,Hyderabad
1595,9177917880,9209098666,311,Local,05-01-2025,09:42:45,Mumbai
1596,9855689570,9586548010,905,STD,10-01-2025,09:04:08,Bangalore
1597,9901959312,9092533447,779,ISD,24-01-2025,17:01:19,Mumbai
1598,9685192109,9965226271,578,ISD,20-01-2025,06:05:03,Bangalore
1599,9643192183,9626647466,764,ISD,18-01-2025,08:29:09,Chennai
1600,9480519495,9065030993,571,STD,03-01-2025,09:27:43,Delhi
1601,9730540996,9088189870,485,STD,15-01-2025,00:09:48,Mumbai
1602,9395961314,9121035984,591,STD,17-01-2025,11:09:38,Mumbai
1603,9927855003,9988768126,70,STD,10-01-2025,04:53:16,Delhi
1604,9558498953,9616670907,739,STD,11-01-2025,05:04:49,Hyderabad
1605,9161870857,9301179371,383,STD,03-01-2025,05:08:24,Mumbai
1606,9745610308,9389881456,331,ISD,02-01-2025,13:08:17,Hyderabad
1607,9814572791,9955267533,46,Local,25-01-2025,09:25:26,Delhi
1608,9586970933,9324744414,421,ISD,22-01-2025,10:37:02,Chennai
1609,9292486316,9119785735,658,ISD,30-01-2025,08:14:55,Mumbai
1610,9911489383,9899536151,817,Local,10-01-2025,15:56:36,Chennai
1611,9212945124,9513444010,209,ISD,08-01-2025,09:20:38,Chennai
1612,9220208577,9027535864,898,ISD,26-01-2025,03:12:49,Chennai
1613,9706596391,9360065397,679,Local,15-01-2025,15:01:15,Bangalore
1614,9166644421,9240982793,272,Local,16-01-2025,06:37:21,Bangalore
1615,9206141433,9660802544,116,STD,02-01-2025,12:34:34,Hyderabad
1616,9062836649,9596780472,240,ISD,23-01-2025,12:34:38,Bangalore
1617,9212867420,9465253781,494,ISD,02-01-2025,18:31:46,Hyderabad
1618,9203207381,9090985253,535,STD,27-01-2025,14:55:00,Hyderabad
1619,9414033157,9978667394,189,ISD,26-01-2025,15:15:10,Mumbai
1620,9855138657,9346417745,360,STD,01-01-2025,05:25:58,Mumbai
1621,9519408829,9398802272,578,ISD,03-01-2025,11:01:55,Hyderabad
1622,9253388927,9148547923,165,STD,08-01-2025,01:01:57,Bangalore
1623,9002997841,9096898878,886,ISD,28-01-2025,06:22:13,Hyderabad
1624,9646670148,9494384363,727,STD,09-01-2025,00:51:41,Delhi
1625,9088169048,9072033784,487,STD,29-01-2025,01:50:54,Hyderabad
1626,9345029935,9133047256,727,STD,24-01-2025,08:27:25,Bangalore
1627,9346361147,9381193121,657,ISD,27-01-2025,07:00:42,Delhi
1628,9770469817,9594934925,401,STD,27-01-2025,01:36:54,Bangalore
1629,9179267491,9404016692,650,STD,04-01-2025,01:07:43,Bangalore
1630,9779733885,9239838724,409,ISD,07-01-2025,20:59:46,Hyderabad
1631,9459279616,9247755806,859,Local,03-01-2025,15:19:34,Bangalore
1632,9674247899,9135927226,870,STD,28-01-2025,04:41:45,Mumbai
1633,9468181765,9190126622,58,STD,18-01-2025,06:42:22,Delhi
1634,9421048913,9632282809,153,ISD,05-01-2025,17:51:03,Hyderabad
1635,9006973507,9549369728,656,ISD,18-01-2025,00:48:42,Chennai
1636,9651799027,9982567224,365,STD,23-01-2025,19:02:24,Chennai
1637,9114011468,9021083398,994,ISD,07-01-2025,22:06:11,Bangalore
1638,9376000936,9940971499,103,Local,10-01-2025,19:02:41,Mumbai
1639,9890042369,9789394419,945,Local,09-01-2025,05:28:25,Bangalore
1640,9950024075,9932916081,297,STD,03-01-2025,04:09:08,Chennai
1641,9034952822,9851586041,633,ISD,09-01-2025,10:20:04,Bangalore
1642,9799885883,9088537730,54,STD,26-01-2025,04:13:45,Hyderabad
1643,9032335448,9676607278,205,ISD,06-01-2025,16:19:54,Mumbai
1644,9439967631,9409916513,722,ISD,19-01-2025,01:52:50,Delhi
1645,9590457947,9186441283,929,Local,09-01-2025,06:54:21,Delhi
1646,9476642927,9954216744,262,Local,18-01-2025,06:30:36,Hyderabad
1647,9537185457,9058561551,271,STD,09-01-2025,22:35:57,Bangalore
1648,9760379194,9966166400,271,ISD,08-01-2025,20:08:10,Mumbai
1649,9098525540,9679222495,335,ISD,23-01-2025,14:03:58,Delhi
1650,9414384849,9512870754,836,Local,29-01-2025,00:11:42,Bangalore
1651,9153542582,9533337922,910,ISD,25-01-2025,07:14:20,Hyderabad
1652,9341322300,9365345292,710,STD,19-01-2025,04:41:36,Bangalore
1653,9934401329,9886571032,22,STD,03-01-2025,07:33:56,Bangalore
1654,9959437893,9681250735,595,ISD,12-01-2025,04:32:33,Hyderabad
1655,9273351327,9348913641,113,ISD,29-01-2025,21:54:18,Mumbai
1656,9879096574,9376251832,88,STD,01-01-2025,23:03:56,Mumbai
1657,9567388378,9110594799,707,STD,03-01-2025,09:50:36,Mumbai
1658,9374174646,9103932219,169,STD,04-01-2025,20:07:24,Mumbai
1659,9149524142,9750277676,572,Local,20-01-2025,12:46:14,Hyderabad
1660,9031106062,9079872766,721,ISD,17-01-2025,21:02:23,Mumbai
1661,9640251056,9515909578,776,STD,17-01-2025,22:19:47,Mumbai
1662,9099364324,9553613278,12,STD,19-01-2025,06:59:44,Delhi
1663,9860052395,9091832073,263,STD,01-01-2025,11:30:45,Delhi
1664,9499546074,9319990229,644,ISD,04-01-2025,14:13:11,Bangalore
1665,9561835995,9566152017,100,ISD,30-01-2025,05:04:06,Hyderabad
1666,9918259988,9412266536,753,ISD,23-01-2025,16:28:54,Mumbai
1667,9772184782,9126330258,894,Local,07-01-2025,05:40:09,Delhi
1668,9002599674,9464815038,640,STD,31-01-2025,08:07:33,Bangalore
1669,9217024915,9546182155,750,Local,12-01-2025,15:02:43,Bangalore
1670,9843179361,9678070016,347,ISD,09-01-2025,10:45:34,Mumbai
1671,9449753857,9042105437,118,STD,10-01-2025,15:11:55,Mumbai
1672,9666418502,9222497960,949,STD,04-01-2025,14:03:14,Delhi
1673,9266964895,9050719236,802,Local,24-01-2025,11:16:01,Mumbai
1674,9004384042,9075460192,692,STD,24-01-2025,01:27:04,Hyderabad
1675,9106218255,9539205702,828,ISD,01-01-2025,15:19:51,Chennai
1676,9219979896,9695639622,275,ISD,14-01-2025,06:22:07,Hyderabad
1677,9723689047,9188805468,564,STD,20-01-2025,21:01:19,Delhi
1678,9758860187,9706079654,210,ISD,19-01-2025,01:07:09,Chennai
1679,9993978056,9971950784,496,STD,16-01-2025,04:04:18,Mumbai
1680,9505023155,9526602212,920,Local,27-01-2025,07:19:02,Hyderabad
1681,9743805362,9294904645,151,ISD,27-01-2025,09:42:26,Chennai
1682,9010799769,9670743178,949,ISD,27-01-2025,04:58:17,Hyderabad
1683,9903154168,9421886520,444,Local,17-01-2025,03:21:17,Mumbai
1684,9600027790,9627653838,152,ISD,15-01-2025,17:56:58,Mumbai
1685,9283910929,9450318407,960,STD,27-01-2025,13:42:49,Mumbai
1686,9417702641,9360205316,852,Local,04-01-2025,21:58:17,Mumbai
1687,9447986389,9637792006,529,STD,02-01-2025,18:25:31,Mumbai
1688,9996856493,9287679625,849,Local,02-01-2025,08:48:52,Delhi
1689,9287850722,9358422865,397,Local,18-01-2025,00:51:13,Chennai
1690,9589478962,9131321113,90,ISD,18-01-2025,07:46:55,Delhi
1691,9950762832,9809661065,118,ISD,15-01-2025,14:52:54,Delhi
1692,9063705511,9865900954,144,Local,22-01-2025,18:43:10,Bangalore
1693,9268663612,9194010986,505,ISD,08-01-2025,17:45:59,Bangalore
1694,9778496619,9559839927,25,ISD,18-01-2025,02:49:12,Delhi
1695,9316535717,9644445211,778,STD,09-01-2025,01:19:40,Mumbai
1696,9023239218,9066731510,396,Local,15-01-2025,23:24:22,Delhi
1697,9788171377,9281612009,370,Local,09-01-2025,19:53:11,Mumbai
1698,9773223768,9116176301,787,STD,29-01-2025,04:49:32,Hyderabad
1699,9086606208,9010975852,961,Local,15-01-2025,11:48:11,Chennai
1700,9958314185,9332730257,754,ISD,14-01-2025,13:48:13,Chennai
1701,9598455205,9711176728,973,Local,10-01-2025,16:34:06,Hyderabad
1702,9199590878,9489680167,904,ISD,09-01-2025,03:52:37,Hyderabad
1703,9456039776,9928386857,425,Local,19-01-2025,04:38:48,Hyderabad
1704,9142965976,9491511786,343,Local,19-01-2025,18:59:31,Mumbai
1705,9316771903,9724013574,414,STD,02-01-2025,22:18:26,Hyderabad
1706,9815019137,9322408107,88,Local,31-01-2025,00:09:31,Delhi
1707,9171988773,9256645153,771,Local,31-01-2025,19:10:42,Delhi
1708,9337488326,9982062646,282,Local,14-01-2025,20:53:26,Bangalore
1709,9380260095,9677736892,69,ISD,13-01-2025,08:21:38,Bangalore
1710,9260432330,9651021213,684,ISD,16-01-2025,01:53:53,Delhi
1711,9722413725,9738355995,50,Local,02-01-2025,22:25:35,Delhi
1712,9218290964,9217710296,486,STD,29-01-2025,01:34:44,Chennai
1713,9758703090,9858309140,87,ISD,05-01-2025,07:33:18,Chennai
1714,9415327023,9447234965,208,Local,25-01-2025,00:26:15,Mumbai
1715,9467410225,9257166951,452,ISD,02-01-2025,13:01:03,Delhi
1716,9128444214,9422966910,342,Local,09-01-2025,03:59:39,Delhi
1717,9106878890,9888456665,472,STD,14-01-2025,16:35:09,Chennai
1718,9478794773,9573224805,402,STD,25-01-2025,04:20:46,Hyderabad
1719,9642615703,9840968883,512,ISD,11-01-2025,05:01:55,Hyderabad
1720,9936723898,9526475131,631,Local,18-01-2025,06:13:56,Chennai
1721,9254132619,9084593791,319,STD,16-01-2025,09:24:30,Chennai
1722,9765241506,9287492202,604,STD,30-01-2025,01:54:32,Bangalore
1723,9373712781,9983655903,299,ISD,31-01-2025,18:06:40,Delhi
1724,9471250495,9233884506,326,ISD,04-01-2025,18:14:44,Chennai
1725,9514592406,9883967314,663,STD,25-01-2025,13:38:07,Mumbai
1726,9254461439,9979034145,139,ISD,25-01-2025,04:21:09,Hyderabad
1727,9876240776,9215729980,606,STD,13-01-2025,10:28:57,Bangalore
1728,9807703676,9748399708,849,Local,14-01-2025,19:37:12,Chennai
1729,9593854002,9097445411,501,Local,11-01-2025,23:43:46,Hyderabad
1730,9462187493,9507756605,596,ISD,22-01-2025,00:03:55,Mumbai
1731,9329859429,9259688347,965,ISD,31-01-2025,21:38:17,Bangalore
1732,9284386852,9130384496,935,STD,08-01-2025,07:30:43,Mumbai
1733,9146675391,9181733719,932,STD,19-01-2025,01:37:41,Delhi
1734,9932298979,9781855771,800,Local,30-01-2025,12:31:40,Mumbai
1735,9282609426,9140771066,293,Local,12-01-2025,12:30:14,Mumbai
1736,9989069339,9972612975,951,Local,12-01-2025,19:14:32,Mumbai
1737,9125443381,9310964401,677,STD,16-01-2025,08:54:36,Chennai
1738,9677557993,9874518102,694,ISD,17-01-2025,00:24:08,Chennai
1739,9624798217,9913997813,248,ISD,15-01-2025,11:45:16,Delhi
1740,9896580411,9736483195,935,ISD,28-01-2025,19:14:34,Delhi
1741,9142450420,9289358435,194,STD,19-01-2025,00:03:49,Bangalore
1742,9773252298,9012362920,989,ISD,27-01-2025,01:54:12,Chennai
1743,9709468193,9828907552,516,Local,12-01-2025,03:15:26,Delhi
1744,9872696180,9711263656,68,STD,01-01-2025,22:51:04,Hyderabad
1745,9111233785,9651541413,496,Local,22-01-2025,22:53:09,Chennai
1746,9196369425,9465731844,836,Local,20-01-2025,12:00:31,Delhi
1747,9311873636,9333700345,921,Local,09-01-2025,15:54:00,Delhi
1748,9650873801,9214260648,78,STD,24-01-2025,16:07:00,Delhi
1749,9570716052,9449965068,421,Local,21-01-2025,03:40:29,Bangalore
1750,9444851224,9206726965,163,STD,18-01-2025,01:05:49,Hyderabad
1751,9559340555,9124271565,471,Local,27-01-2025,07:30:23,Chennai
1752,9666904410,9665756011,938,Local,14-01-2025,11:45:39,Delhi
1753,9866963905,9602343368,155,STD,19-01-2025,12:36:31,Delhi
1754,9773956218,9864397323,644,STD,26-01-2025,19:52:17,Chennai
1755,9716597135,9439410261,616,Local,08-01-2025,15:27:30,Chennai
1756,9211544433,9601514079,947,STD,17-01-2025,22:01:09,Delhi
1757,9086044418,9804494691,922,Local,04-01-2025,01:50:24,Bangalore
1758,9082023065,9565722490,183,Local,19-01-2025,06:09:40,Bangalore
1759,9436609838,9558883369,184,ISD,17-01-2025,13:52:53,Delhi
1760,9524598087,9180481952,37,Local,09-01-2025,02:45:29,Hyderabad
1761,9028572540,9750577585,505,Local,25-01-2025,03:12:20,Mumbai
1762,9217986542,9793698695,35,Local,31-01-2025,15:19:55,Bangalore
1763,9872932028,9601942460,469,ISD,03-01-2025,07:06:19,Delhi
1764,9711522375,9426149855,778,Local,28-01-2025,14:28:02,Delhi
1765,9875477169,9803491720,725,STD,07-01-2025,14:16:30,Delhi
1766,9246455817,9084956644,394,Local,02-01-2025,17:45:40,Delhi
1767,9245982402,9210816344,289,STD,27-01-2025,21:06:55,Hyderabad
1768,9629996955,9784271703,358,STD,28-01-2025,15:39:44,Bangalore
1769,9520157397,9566235128,464,Local,08-01-2025,11:55:07,Delhi
1770,9425781665,9528282896,355,STD,05-01-2025,21:02:23,Hyderabad
1771,9123893378,9046586103,224,STD,14-01-2025,08:00:46,Chennai
1772,9098126253,9156152675,281,ISD,13-01-2025,04:41:24,Bangalore
1773,9267214632,9072384450,218,Local,17-01-2025,19:02:24,Delhi
1774,9780575492,9144352677,438,Local,23-01-2025,11:05:01,Chennai
1775,9712277943,9053134508,543,Local,22-01-2025,08:28:07,Delhi
1776,9195690364,9071830356,569,STD,17-01-2025,06:08:26,Mumbai
1777,9306398277,9790006552,336,Local,28-01-2025,11:34:06,Delhi
1778,9672682484,9588249839,810,STD,11-01-2025,15:35:59,Mumbai
1779,9191686519,9663651875,866,STD,02-01-2025,06:56:23,Bangalore
1780,9515441904,9001933859,551,STD,07-01-2025,23:46:51,Hyderabad
1781,9956651506,9202143797,231,Local,10-01-2025,17:03:30,Delhi
1782,9934166119,9205801112,106,Local,09-01-2025,14:12:46,Delhi
1783,9364428574,9912923200,315,Local,15-01-2025,04:47:47,Delhi
1784,9812513295,9586712412,906,ISD,16-01-2025,17:39:20,Mumbai
1785,9133869053,9066943575,598,ISD,05-01-2025,00:56:58,Bangalore
1786,9598256618,9167834698,222,ISD,19-01-2025,22:49:25,Delhi
1787,9419788526,9550047312,231,STD,20-01-2025,00:57:21,Delhi
1788,9884353782,9649641525,12,Local,19-01-2025,23:12:48,Hyderabad
1789,9703571505,9253978850,930,Local,01-01-2025,07:33:08,Mumbai
1790,9133863810,9481567257,915,ISD,26-01-2025,05:24:18,Mumbai
1791,9018665302,9897809372,520,ISD,19-01-2025,08:28:40,Chennai
1792,9866941349,9393574684,935,STD,30-01-2025,22:26:05,Mumbai
1793,9966221348,9853021516,839,ISD,28-01-2025,07:21:10,Chennai
1794,9370715121,9668271703,932,ISD,30-01-2025,04:53:05,Delhi
1795,9769297784,9446361192,194,Local,26-01-2025,13:51:13,Chennai
1796,9492851153,9202491854,715,Local,12-01-2025,01:51:44,Delhi
1797,9322244376,9138704447,406,STD,23-01-2025,18:52:57,Chennai
1798,9239224329,9956249412,901,STD,17-01-2025,02:38:05,Delhi
1799,9590598831,9340906159,528,Local,24-01-2025,01:38:26,Bangalore
1800,9464350469,9333669243,288,STD,29-01-2025,22:44:15,Bangalore
1801,9590222370,9105732570,561,ISD,12-01-2025,00:47:41,Chennai
1802,9671394555,9473063909,795,ISD,16-01-2025,19:33:52,Bangalore
1803,9039814344,9447642417,696,STD,02-01-2025,23:35:39,Hyderabad
1804,9915868248,9761279924,945,ISD,18-01-2025,05:57:15,Bangalore
1805,9119488556,9768080038,589,ISD,30-01-2025,22:47:07,Mumbai
1806,9368566547,9229359643,582,Local,12-01-2025,09:43:47,Delhi
1807,9624541587,9289761908,210,STD,06-01-2025,02:03:53,Bangalore
1808,9814226054,9100828339,513,ISD,03-01-2025,04:26:34,Hyderabad
1809,9410954065,9550625753,88,ISD,29-01-2025,22:17:46,Delhi
1810,9967295105,9559559898,726,ISD,24-01-2025,03:52:33,Chennai
1811,9272243788,9971882142,40,ISD,22-01-2025,11:00:58,Delhi
1812,9414405493,9283682821,689,ISD,15-01-2025,09:47:37,Mumbai
1813,9456801120,9898186971,506,STD,01-01-2025,04:06:49,Bangalore
1814,9293372056,9773980189,544,Local,08-01-2025,17:23:05,Chennai
1815,9071798590,9840395220,82,ISD,18-01-2025,10:18:32,Mumbai
1816,9592547242,9901709515,439,ISD,05-01-2025,06:12:48,Chennai
1817,9927369140,9408068620,157,ISD,21-01-2025,17:56:36,Chennai
1818,9000900844,9676175145,469,STD,17-01-2025,08:24:50,Chennai
1819,9330956326,9373855832,665,Local,02-01-2025,09:00:08,Chennai
1820,9544553653,9251521319,895,Local,01-01-2025,21:27:36,Delhi
1821,9006308778,9194670102,191,Local,13-01-2025,02:39:36,Bangalore
1822,9557850229,9644008537,912,Local,13-01-2025,06:23:21,Delhi
1823,9638646872,9844048201,916,STD,13-01-2025,05:33:29,Mumbai
1824,9636014934,9340267986,604,ISD,30-01-2025,07:13:59,Hyderabad
1825,9345815581,9026235449,647,ISD,21-01-2025,08:46:13,Bangalore
1826,9243965701,9055926582,88,ISD,25-01-2025,20:04:02,Hyderabad
1827,9630078735,9067921038,272,Local,09-01-2025,13:46:54,Bangalore
1828,9283206998,9145185176,740,STD,05-01-2025,01:12:13,Bangalore
1829,9419193708,9677108845,39,Local,05-01-2025,09:00:41,Bangalore
1830,9465345395,9914645113,63,STD,14-01-2025,15:04:24,Bangalore
1831,9862728301,9005053052,405,STD,20-01-2025,18:45:47,Mumbai
1832,9209520829,9097690015,32,STD,04-01-2025,03:02:40,Delhi
1833,9880774601,9066249055,307,ISD,03-01-2025,01:59:17,Hyderabad
1834,9712518796,9317977761,131,Local,02-01-2025,04:24:00,Bangalore
1835,9050386000,9504236863,722,ISD,23-01-2025,21:35:54,Chennai
1836,9023915490,9787347067,262,STD,22-01-2025,17:51:11,Mumbai
1837,9686918928,9804852714,248,STD,11-01-2025,12:18:04,Hyderabad
1838,9098175219,9322684248,610,ISD,17-01-2025,21:51:23,Bangalore
1839,9982238263,9861603046,810,Local,20-01-2025,23:23:25,Hyderabad
1840,9775512326,9958790952,125,STD,16-01-2025,12:55:38,Delhi
1841,9187881501,9100312933,888,Local,18-01-2025,15:51:14,Mumbai
1842,9213011744,9698269977,415,Local,29-01-2025,01:50:59,Mumbai
1843,9700271664,9946289625,247,Local,27-01-2025,07:16:30,Bangalore
1844,9473435925,9664281502,746,STD,15-01-2025,23:06:31,Mumbai
1845,9980584400,9967353487,164,Local,09-01-2025,16:36:35,Hyderabad
1846,9803553257,9253054537,772,Local,16-01-2025,17:55:01,Chennai
1847,9415191090,9047134479,47,ISD,15-01-2025,19:28:30,Mumbai
1848,9674569793,9797044140,408,Local,07-01-2025,23:41:44,Mumbai
1849,9823135622,9168195515,152,Local,21-01-2025,21:54:14,Bangalore
1850,9143164032,9236017746,506,STD,02-01-2025,21:33:58,Bangalore
1851,9666349553,9971052938,369,STD,19-01-2025,11:14:39,Bangalore
1852,9380792060,9445834913,567,ISD,08-01-2025,22:43:38,Hyderabad
1853,9566503677,9063462307,372,STD,15-01-2025,13:33:18,Bangalore
1854,9055169889,9597623934,594,ISD,21-01-2025,06:04:54,Chennai
1855,9569317220,9402275559,675,Local,28-01-2025,00:33:17,Bangalore
1856,9146876373,9754031895,623,ISD,25-01-2025,16:49:21,Bangalore
1857,9325559579,9663183298,565,STD,07-01-2025,06:15:01,Mumbai
1858,9600697805,9129228364,431,ISD,04-01-2025,01:57:12,Mumbai
1859,9319605800,9224936781,204,Local,25-01-2025,15:12:39,Bangalore
1860,9892028996,9275096828,692,ISD,08-01-2025,20:42:36,Hyderabad
1861,9230569847,9658667146,659,STD,26-01-2025,13:08:16,Delhi
1862,9844792545,9984813315,899,STD,16-01-2025,00:00:09,Bangalore
1863,9241137451,9152056219,28,Local,30-01-2025,08:17:49,Bangalore
1864,9620722039,9071356846,872,ISD,29-01-2025,09:08:44,Hyderabad
1865,9241380889,9932244515,776,ISD,21-01-2025,10:50:42,Hyderabad
1866,9991195224,9480549378,486,STD,12-01-2025,23:44:48,Delhi
